,Strain,Type,Rating,Effects,Flavor,Description,cleaned_effects,cleaned_flavor,word_count,lem_description
927,Grape-Skunk,indica,4.1,"Happy,Relaxed,Giggly,Tingly,Euphoric","Grape,Sweet,Skunk","This indica-dominant strain is a fruity cross of three strains: Grapefruit, Super Skunk, and Blueberry. Grape Skunk has a strong odor that is mostly berries with some skunky earthiness underneath. While growing, Grape Skunk plants have typically indica characteristics, remaining short and bushy and flowering quickly at 7 to 8 weeks. Buds are dense and will release a feeling of allover calm for patients. Plants can be grown both indoors and outdoors and may have some electric blue coloring depending on environment.",happy relaxed giggly tingly euphoric,grape sweet skunk,82,this indica dominant strain is a fruity cross of three strain grapefruit super skunk and blueberry grape skunk ha a strong odor that is mostly berry with some skunky earthiness underneath while growing grape skunk plant have typically indica characteristic remaining short and bushy and flowering quickly at 7 to 8 week bud are dense and will release a feeling of allover calm for patient plant can be grown both indoors and outdoors and may have some electric blue coloring depending on environment
928,Grape-Soda,hybrid,4.9,"Relaxed,Happy,Euphoric,Uplifted,Creative","Grape,Citrus,Sweet","A strong and fast-acting phenotype of Tahoe OG Kush, Grape Soda by Taste Budz is an excellent evening strain. It provides an idle, heavy-bodied sensation that frees you from worry. The sweet and pungent purple buds give this heady phenotype a very distinct look and flavor. Grape Soda features a pungent citrus aroma with notable grape notes on the palate, and the breeder recommends this strain for depression, anxiety, insomnia, indigestion, inflammation, and minor pain.",relaxed happy euphoric uplifted creative,grape citrus sweet,75,a strong and fast acting phenotype of tahoe og kush grape soda by taste budz is an excellent evening strain it provides an idle heavy bodied sensation that free you from worry the sweet and pungent purple bud give this heady phenotype a very distinct look and flavor grape soda feature a pungent citrus aroma with notable grape note on the palate and the breeder recommends this strain for depression anxiety insomnia indigestion inflammation and minor pain
929,Sour-Grapes,hybrid,4.4,"Happy,Relaxed,Uplifted,Euphoric,Hungry","Grape,Sweet,Berry","Also called 'Sour Grapes,' Grape Stomper is a craft hybridstrain created by Gage Green Seeds. A complex cross between breeder JojoRizo’s Purple Elephant and breeder Elite Seeds’ Chemdawg Sour Diesel, Grape Stomper has quite the pedigree. Slightly sativa-dominant, the effects of this strain are felt most in the head. In true hybrid form, however, a pleasant tingly-body sensation usually appears after a few minutes. This is a sociable strain that's for consumers who would like pain relief while out and about. As the name suggests, Grape Stomper also features a strong, fruity aroma similar to grape candy. ",happy relaxed uplifted euphoric hungry,grape sweet berry,97,also called sour grape grape stomper is a craft hybridstrain created by gage green seed a complex cross between breeder jojorizo s purple elephant and breeder elite seed chemdawg sour diesel grape stomper ha quite the pedigree slightly sativa dominant the effect of this strain are felt most in the head in true hybrid form however a pleasant tingly body sensation usually appears after a few minute this is a sociable strain that s for consumer who would like pain relief while out and about a the name suggests grape stomper also feature a strong fruity aroma similar to grape candy
930,Grape-Valley-Kush,indica,4.8,"Relaxed,Sleepy,Euphoric,Happy,Aroused","Berry,Grape,Pine",Grape Valley Kush is an indica-dominant cross of SFV OG and Grape Kush bred by Moxie Seeds. The earthy aroma of this strain mixes with flavors of pine and sweet citrus to bring on full-bodied relaxation with a hint of social energy that makes this strain good for relaxing with friends in your down time.,relaxed sleepy euphoric happy aroused,berry grape pine,55,grape valley kush is an indica dominant cross of sfv og and grape kush bred by moxie seed the earthy aroma of this strain mix with flavor of pine and sweet citrus to bring on full bodied relaxation with a hint of social energy that make this strain good for relaxing with friend in your down time
931,Grapefruit,sativa,4.3,"Uplifted,Energetic,Happy,Euphoric,Focused","Grapefruit,Citrus,Sweet","This potent sativa was developed by crossing Cinderella 99 with a fast-flowering sativa selected for its rich grapefruit flavor. The tropical, citrus smell of Grapefruit mixes with energetic effects to give you a happy stress-reliever that also works well for battling migraine headaches.",uplifted energetic happy euphoric focused,grapefruit citrus sweet,43,this potent sativa wa developed by crossing cinderella 99 with a fast flowering sativa selected for it rich grapefruit flavor the tropical citrus smell of grapefruit mix with energetic effect to give you a happy stress reliever that also work well for battling migraine headache
932,Grapefruit-Diesel,hybrid,4.2,"Focused,Energetic,Relaxed,Euphoric,Happy","Grapefruit,Citrus,Diesel","Grapefruit Diesel is a hybrid strain that is usually indica-dominant but gives most users a focused mental high that is more commonly associated with sativas. The genetics on this one aren’t hard to guess: its parents are Grapefruit and NYC Diesel. These plants show more of their indica side when growing, staying short and branchy and flowering within 8 weeks. Grapefruit Diesel’s flowers sometimes have hints of pink coloring and a potent smell of over ripe citrus fruit. With THC levels between 15 and 20%, the effects should be as strong as the scent. The energetic buzz comes on fast but tends to smooth out over time.",focused energetic relaxed euphoric happy,grapefruit citrus diesel,107,grapefruit diesel is a hybrid strain that is usually indica dominant but give most user a focused mental high that is more commonly associated with sativas the genetics on this one aren t hard to guess it parent are grapefruit and nyc diesel these plant show more of their indica side when growing staying short and branchy and flowering within 8 week grapefruit diesel s flower sometimes have hint of pink coloring and a potent smell of over ripe citrus fruit with thc level between 15 and 20 the effect should be a strong a the scent the energetic buzz come on fast but tends to smooth out over time
933,Grapefruit-Haze,sativa,4.4,"Uplifted,Happy,Energetic,Euphoric,Relaxed","Diesel,Earthy,Grapefruit",The famous Grapefruit strain and the Super Silver Haze come together for a very strong hybrid. A beautiful blend of fruity and spicy flavours with a very cerebral high.,uplifted happy energetic euphoric relaxed,diesel earthy grapefruit,29,the famous grapefruit strain and the super silver haze come together for a very strong hybrid a beautiful blend of fruity and spicy flavour with a very cerebral high
934,Grapefruit-Kush,hybrid,4.3,"Happy,Uplifted,Relaxed,Focused,Creative","Grapefruit,Sweet,Citrus","This cannabis strain is a cross of BC Kush and Grapefruit, Grapefruit Kush is one of the classic old-school Afghani Kush strains.  Large buds with a fruity hash taste, produces enjoyable smooth and creamy smoke with a great high.",happy uplifted relaxed focused creative,grapefruit sweet citrus,39,this cannabis strain is a cross of bc kush and grapefruit grapefruit kush is one of the classic old school afghani kush strain large bud with a fruity hash taste produce enjoyable smooth and creamy smoke with a great high
935,Gravity,indica,4.0,"Sleepy,Hungry,Relaxed,Aroused,Euphoric","Sweet,Citrus,Rose","Gravity is an indica strain of marijuana that, due to its high CBD content, is becoming a popular recommendation for the treatment of chronic pain and the stress often associated with chronic pain conditions. The strain comes from Hash Plant and Northern Lights stock and, as expected, delivers a strong body sensation that makes this a popular nighttime strain. Effects can be more active for some but will still offer deep relaxation. Gravity’s dense buds will have a nice contrast of coppery-red hairs and should have a floral aroma and a sweet and sour fruit taste.",sleepy hungry relaxed aroused euphoric,sweet citrus rose,96,gravity is an indica strain of marijuana that due to it high cbd content is becoming a popular recommendation for the treatment of chronic pain and the stress often associated with chronic pain condition the strain come from hash plant and northern light stock and a expected delivers a strong body sensation that make this a popular nighttime strain effect can be more active for some but will still offer deep relaxation gravity s dense bud will have a nice contrast of coppery red hair and should have a floral aroma and a sweet and sour fruit taste
936,Grease-Monkey,hybrid,4.6,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Earthy,Pungent,Diesel","Grease Monkey is a sweet, earthy strain with strong skunky overtones. Created by Exotic Genetix, Grease Monkey is a cross of Gorilla Glue #4 x Cookies and Cream. This strain’s indica-dominant genetics saddle the consumer with a lazy, munchie-fueled body buzz that softens the blow of chronic pain, nausea, and stress. While defined as a hybrid, this Grease Monkey’s deep relaxation will naturally lead some consumers toward sleep, so mind your dosage.   ",relaxed euphoric sleepy happy hungry,earthy pungent diesel,72,grease monkey is a sweet earthy strain with strong skunky overtone created by exotic genetix grease monkey is a cross of gorilla glue 4 x cooky and cream this strain s indica dominant genetics saddle the consumer with a lazy munchie fueled body buzz that softens the blow of chronic pain nausea and stress while defined a a hybrid this grease monkey s deep relaxation will naturally lead some consumer toward sleep so mind your dosage
937,White-Shark,sativa,4.2,"Happy,Uplifted,Relaxed,Focused,Euphoric","Sweet,Citrus,Earthy","Great White Shark is a potent strain that is known for its ability to provide a strong indica body buzz very quickly. For this reason it’s often recommended medically to treat chronic pain ailments. The sativa qualities of this strain keep this heavy hitter from being a complete knockout, but it isn’t recommended for days when a lot of work needs to get done. Great White Shark plants grow best indoors and will flower between 8 and 10 weeks. It has a strong fruity aroma that also alludes to its Super Skunk lineage. The buds themselves should be examples of the “white” part of its moniker, with a blanket of crystals and burnt orange to brown hairs. Also known as Peacemaker or just White Shark, this strain won the 1997 High Times Cannabis Cup.",happy uplifted relaxed focused euphoric,sweet citrus earthy,134,great white shark is a potent strain that is known for it ability to provide a strong indica body buzz very quickly for this reason it s often recommended medically to treat chronic pain ailment the sativa quality of this strain keep this heavy hitter from being a complete knockout but it isn t recommended for day when a lot of work need to get done great white shark plant grow best indoors and will flower between 8 and 10 week it ha a strong fruity aroma that also alludes to it super skunk lineage the bud themselves should be example of the white part of it moniker with a blanket of crystal and burnt orange to brown hair also known a peacemaker or just white shark this strain won the 1997 high time cannabis cup
938,Green-Avenger,hybrid,5.0,"Energetic,Happy,Uplifted,Creative,Euphoric","Sweet,Minty,Honey","The celebrated breeder Subcool is well-known for his fondness of Brothers Grimm genetics, having used several of their strains in his breeding projects. As a thank you for championing their genetics while they were on a long hiatus from the seed business, the now active Brothers Grimm named a special hybrid after his seed company TGA (The Green Avengers). After finding a special male in a pack of TGA’s Vortex, they decided to cross it with their Genius, one of the most sought after Apollo 11 phenotypes. The result is Green Avenger, a squat, branchy plant with long, sticky colas of tropical, fruity smelling flowers. With notes of pineapple and citrus, Green Avenger delivers a speedy, euphoric rush.",energetic happy uplifted creative euphoric,sweet minty honey,118,the celebrated breeder subcool is well known for his fondness of brother grimm genetics having used several of their strain in his breeding project a a thank you for championing their genetics while they were on a long hiatus from the seed business the now active brother grimm named a special hybrid after his seed company tga the green avenger after finding a special male in a pack of tga s vortex they decided to cross it with their genius one of the most sought after apollo 11 phenotype the result is green avenger a squat branchy plant with long sticky cola of tropical fruity smelling flower with note of pineapple and citrus green avenger delivers a speedy euphoric rush
939,Green-Candy,sativa,4.3,"Uplifted,Happy,Relaxed,Focused,Giggly","Earthy,Sweet,Tobacco",Green Candy is a hybrid marijuana strain that's a cross between Candy Kush and Green Crack. It provides a cerebral sensation and relaxing body effects.,uplifted happy relaxed focused giggly,earthy sweet tobacco,25,green candy is a hybrid marijuana strain that s a cross between candy kush and green crack it provides a cerebral sensation and relaxing body effect
940,Green-Cheese,hybrid,4.1,"Euphoric,Relaxed,Energetic,Focused,Creative","Pungent,Cheese,Earthy","Green Cheese is the hybrid cross of a Cheese phenotype and the ever-stimulating Green Crack. This strain has earthy cheese and herbaceous smells intermixed with Green Crack’s sweet and citrus notes. It is mentally and physically invigorating, offering an immediate mental punch that is driven by creative thoughts and a springy physical energy. Green Cheese helps elevate mood, but don’t plan on accomplishing much as this strain is a one-way ticket to the whimsical shores of La La Land.",euphoric relaxed energetic focused creative,pungent cheese earthy,79,green cheese is the hybrid cross of a cheese phenotype and the ever stimulating green crack this strain ha earthy cheese and herbaceous smell intermixed with green crack s sweet and citrus note it is mentally and physically invigorating offering an immediate mental punch that is driven by creative thought and a springy physical energy green cheese help elevate mood but don t plan on accomplishing much a this strain is a one way ticket to the whimsical shore of la la land
941,Green-Crack,sativa,4.3,"Energetic,Happy,Uplifted,Focused,Euphoric","Earthy,Citrus,Sweet","Don’t let the name fool you: this is pure cannabis. Few strains compare to Green Crack’s sharp energy and focus as it induces an invigorating mental buzz that keeps you going throughout the day. With a tangy, fruity flavor redolent of mango, Green Crack is the perfect daytime medication for patients treating fatigue, stress, and depression.Green Crack has branched into two genetic lineages, the most common of which is its sativa line descended from Skunk #1. The 75% indica variety of Green Crack is said to have come from an Afghani strain, and is marked by a tighter bud structure. Because its name perpetuates a negative image of cannabis, some people have taken to calling this strain Cush (with a ‘C’) or Green Cush instead.",energetic happy uplifted focused euphoric,earthy citrus sweet,125,don t let the name fool you this is pure cannabis few strain compare to green crack s sharp energy and focus a it induces an invigorating mental buzz that keep you going throughout the day with a tangy fruity flavor redolent of mango green crack is the perfect daytime medication for patient treating fatigue stress and depression green crack ha branched into two genetic lineage the most common of which is it sativa line descended from skunk 1 the 75 indica variety of green crack is said to have come from an afghani strain and is marked by a tighter bud structure because it name perpetuates a negative image of cannabis some people have taken to calling this strain cush with a c or green cush instead
942,Green-Crack-Extreme,sativa,4.6,"Energetic,Creative,Focused,Euphoric,Uplifted","Sweet,Earthy,Spicy/Herbal","This is the more “extreme” sister of the original Green Crack that will leave you with the same creative mental effects but may not leave you quite as focused. Green Crack Extreme’s dense buds will be bright green and covered in sugary crystals that fit with its sweet candy smell. Contrary to its extreme name, this strain is helpful in reducing stress and getting inspired.",energetic creative focused euphoric uplifted,sweet earthy spicy herbal,65,this is the more extreme sister of the original green crack that will leave you with the same creative mental effect but may not leave you quite a focused green crack extreme s dense bud will be bright green and covered in sugary crystal that fit with it sweet candy smell contrary to it extreme name this strain is helpful in reducing stress and getting inspired
943,Green-Door-Kush,hybrid,4.5,"Happy,Relaxed,Euphoric,Creative,Hungry","Spicy/Herbal,Citrus,Woody","Green Door Kush is a hybrid strain that is known for producing great medical effects when it comes to pain and nausea while remaining active enough for daytime use. This balanced hybrid can be hard to find, but it is sure to deliver results for those who need potency and is recommended for those dealing with digestive issues, pain issues, or chronic nausea as a result of other treatments or medications. The buds are usually popcorn-sized or larger and fairly dense.",happy relaxed euphoric creative hungry,spicy herbal citrus woody,81,green door kush is a hybrid strain that is known for producing great medical effect when it come to pain and nausea while remaining active enough for daytime use this balanced hybrid can be hard to find but it is sure to deliver result for those who need potency and is recommended for those dealing with digestive issue pain issue or chronic nausea a a result of other treatment or medication the bud are usually popcorn sized or larger and fairly dense
944,Green-Dragon,indica,4.2,"Uplifted,Happy,Focused,Energetic,Relaxed","Sweet,Earthy,Pungent","Green Dragon is a cross of two indicas, Afghani and Turkish Gummy. Bred by Master Thai, these timeless buds are striking in appearance, aroma, and effects. Green Dragon is commonly depended upon for pain management, providing a lift often described as colorful. Suitable for any growing environment, a heavy yield can be expected to flower at around 50 days.",uplifted happy focused energetic relaxed,sweet earthy pungent,59,green dragon is a cross of two indicas afghani and turkish gummy bred by master thai these timeless bud are striking in appearance aroma and effect green dragon is commonly depended upon for pain management providing a lift often described a colorful suitable for any growing environment a heavy yield can be expected to flower at around 50 day
945,Green-Dream,hybrid,4.4,"Happy,Uplifted,Creative,Euphoric,Hungry","Earthy,Citrus,Flowery",Green Dream is a sativa-dominant hybrid cross of Green Crack and Blue Dream.  ,happy uplifted creative euphoric hungry,earthy citrus flowery,13,green dream is a sativa dominant hybrid cross of green crack and blue dream
946,Green-Goblin,sativa,4.3,"Uplifted,Euphoric,Happy,Focused,Creative","Sweet,Pine,Diesel","Green Goblin is either the family-friendly name of Green Crack or a specific phenotype of the Green Crack plant. Either way, it is most likely a cross of Northern Lights with Skunk #1, but some versions seem to have some diesel mixed in as well. The pungent aroma of the Goblin is overall musky and skunky with hints of that diesel fuel, and the buds will be a forest green with rusty orange hairs. This strong sativa will leave most happy, dreamy, and sometimes creative and extra-alert. The head buzz is coupled with relaxing body effects that continue on even after the mind clears.",uplifted euphoric happy focused creative,sweet pine diesel,104,green goblin is either the family friendly name of green crack or a specific phenotype of the green crack plant either way it is most likely a cross of northern light with skunk 1 but some version seem to have some diesel mixed in a well the pungent aroma of the goblin is overall musky and skunky with hint of that diesel fuel and the bud will be a forest green with rusty orange hair this strong sativa will leave most happy dreamy and sometimes creative and extra alert the head buzz is coupled with relaxing body effect that continue on even after the mind clear
947,Green-Goddess,hybrid,4.6,"Euphoric,Relaxed,Aroused,Happy,Uplifted","Citrus,Earthy,Flowery","Green Goddess is an indica-dominant hybrid that descends from Skunk #1 and Sweet Leaf Indica. With an aroma that blends notes of rose with ruby red grapefruit, this hybrid offers a divine flavor profile that brings justice to her name. Crystal-coated emerald buds are wrapped with vibrant amber hairs in a display as enticing as Green Goddess’ fragrance. Blissful euphoria rushes through the mind, bringing with it a surge of focus and intrigue while eradicating life’s stressors. ",euphoric relaxed aroused happy uplifted,citrus earthy flowery,77,green goddess is an indica dominant hybrid that descends from skunk 1 and sweet leaf indica with an aroma that blend note of rose with ruby red grapefruit this hybrid offer a divine flavor profile that brings justice to her name crystal coated emerald bud are wrapped with vibrant amber hair in a display a enticing a green goddess fragrance blissful euphoria rush through the mind bringing with it a surge of focus and intrigue while eradicating life s stressor
948,Green-Haze,sativa,3.8,"Happy,Talkative,Creative,Focused,Hungry","Woody,Flowery,Earthy","Green Haze by A.C.E. Seeds is another version of their sativa Oldtimers Haze and takes after her Thai and South Indian ancestry. Like its Haze parentage, Green Haze is also upbeat and verging on psychedelic for some. This sativa plant is truly for someone who loves growing as it can take a full 16-20 weeks to flower. Green Haze grows tall and is a lookalike of Purple Haze except for, of course, the color. The flowers will have a woody smell mixed with fruit. Green Haze has a high potency and is good for tackling pain, though it may also inspire some serious snacking.",happy talkative creative focused hungry,woody flowery earthy,104,green haze by a c e seed is another version of their sativa oldtimer haze and take after her thai and south indian ancestry like it haze parentage green haze is also upbeat and verging on psychedelic for some this sativa plant is truly for someone who love growing a it can take a full 16 20 week to flower green haze grows tall and is a lookalike of purple haze except for of course the color the flower will have a woody smell mixed with fruit green haze ha a high potency and is good for tackling pain though it may also inspire some serious snacking
949,Green-Hornet,hybrid,4.2,"Euphoric,Uplifted,Relaxed,Giggly,Happy","Sweet,Woody,Pine","This strain is a cross of OG and Sour Diesel, lending to that sativa bent.",euphoric uplifted relaxed giggly happy,sweet woody pine,15,this strain is a cross of og and sour diesel lending to that sativa bent
950,Green-Kush,indica,3.8,"Euphoric,Hungry,Energetic,Relaxed,Focused","Citrus,Sweet,Earthy","Green Kush is the offspring of cannabis favorites Green Crack and Purple Kush. Dense with orange hair and a sweet pine aroma, this slightly indica-dominant strain begins with an upbeat cerebral effect before inducing a heavy body sensation. This plant has an intermediate growing difficulty but can thrive indoors or outdoors and matures at around 8 weeks. The end product will be shorter to average-sized plants with moderate yield.",euphoric hungry energetic relaxed focused,citrus sweet earthy,69,green kush is the offspring of cannabis favorite green crack and purple kush dense with orange hair and a sweet pine aroma this slightly indica dominant strain begin with an upbeat cerebral effect before inducing a heavy body sensation this plant ha an intermediate growing difficulty but can thrive indoors or outdoors and matures at around 8 week the end product will be shorter to average sized plant with moderate yield
951,Green-Lantern,sativa,4.6,"Uplifted,Energetic,Talkative,Focused,Hungry","Earthy,Pine,Citrus","Green Lantern is a mostly sativa strain whose undocumented history poses frustrations for genetic enthusiasts. While some rumors mark the 1960s as Green Lantern’s beginning, others tell us that Green Lantern is a newer strain that resulted from crossing Green Crack and White Rhino. Whatever its parentage may be, Green Lantern inherits mellow euphoric effects and a peppery pine aroma comparable to that of Jack Herer. Its aroma suggests the presence of caryophyllene and pinene, which are terpenes that fight inflammation and promote focus. ",uplifted energetic talkative focused hungry,earthy pine citrus,84,green lantern is a mostly sativa strain whose undocumented history pose frustration for genetic enthusiast while some rumor mark the 1960s a green lantern s beginning others tell u that green lantern is a newer strain that resulted from crossing green crack and white rhino whatever it parentage may be green lantern inherits mellow euphoric effect and a peppery pine aroma comparable to that of jack herer it aroma suggests the presence of caryophyllene and pinene which are terpene that fight inflammation and promote focus
952,Green-Line-Og,hybrid,5.0,"Happy,Relaxed,Sleepy,Hungry,Uplifted","Sweet,Lime,Skunk","Green Line OG by Cresco Labs is the offspring of Lime Skunk and Ghost OG. Notes of sweet citrus and forest floor fill the nose with a refreshing aroma. Inheriting both the uplifting nature of its Lime Skunk father and the potency of its Ghost OG mother, Green Line OG delivers equal parts mental clarity and physical comfort, offering consumers mood elevation while curbing aches and pain.   ",happy relaxed sleepy hungry uplifted,sweet lime skunk,67,green line og by cresco lab is the offspring of lime skunk and ghost og note of sweet citrus and forest floor fill the nose with a refreshing aroma inheriting both the uplifting nature of it lime skunk father and the potency of it ghost og mother green line og delivers equal part mental clarity and physical comfort offering consumer mood elevation while curbing ache and pain
953,Green-Love-Potion,indica,4.1,"Creative,Hungry,Relaxed,Uplifted,Happy","Spicy/Herbal,Lavender,Sweet","Green Love Potion is an 80/20 indica-dominant strain that is surprisingly functional. This particular cut grows into a bouquet of green and purple leaves that emits an odor denoting its Lavender parentage. With a relatively clear-headed buzz, this strain works well for indica lovers seeking euphoria and a comforting relaxation in the body without being sedative. Patients prefer Green Love Potion for enhancing the mood and remedying mild physical pain. ",creative hungry relaxed uplifted happy,spicy herbal lavender sweet,70,green love potion is an 80 20 indica dominant strain that is surprisingly functional this particular cut grows into a bouquet of green and purple leaf that emits an odor denoting it lavender parentage with a relatively clear headed buzz this strain work well for indica lover seeking euphoria and a comforting relaxation in the body without being sedative patient prefer green love potion for enhancing the mood and remedying mild physical pain
954,Green-Mango,indica,4.4,"Euphoric,Uplifted,Happy,Creative,Relaxed","Citrus,Earthy,Woody","Green Mango by Sumo Seeds is a tropical indica-dominant treat that took 2nd place in the “Hydro” category at the 2016 Highlife Cup in Amsterdam. It was created by crossing Master Skunk and Dr. Herer to create Master Jack, which was then crossed with Sumo’s ultra-stable Somango. These genetics give way to a pungent, bright terpene profile that manifests as a rich mango flavor with hints of citrus. The buzz is uplifting and cerebral while remaining indica-dominant, sparking creativity between the ears and stimulating conversation. Growers with restricted space will appreciate that Green Mango typically keeps its height below four feet while producing a yield upward of 550-750g/per plant.   ",euphoric uplifted happy creative relaxed,citrus earthy woody,109,green mango by sumo seed is a tropical indica dominant treat that took 2nd place in the hydro category at the 2016 highlife cup in amsterdam it wa created by crossing master skunk and dr herer to create master jack which wa then crossed with sumo s ultra stable somango these genetics give way to a pungent bright terpene profile that manifest a a rich mango flavor with hint of citrus the buzz is uplifting and cerebral while remaining indica dominant sparking creativity between the ear and stimulating conversation grower with restricted space will appreciate that green mango typically keep it height below four foot while producing a yield upward of 550 750g per plant
955,Green-Monster,hybrid,3.7,"Happy,Relaxed,Uplifted,Hungry,Giggly","Earthy,Chemical,Tar",None,happy relaxed uplifted hungry giggly,earthy chemical tar,1,none
956,Green-Poison,indica,4.2,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Sweet,Flowery,Earthy","Green Poison is a dangerously flavorful indica cross championed by Sweet Seeds. It pulls you in with a fruity and floral aroma, then delivers a potent dose of euphoria and body-numbing relaxation. Don’t be fooled by the lethal name: the only thing Green Poison kills is pain, insomnia, muscle spasms, and appetite loss. Growers should bear in mind that Green Poison is particularly susceptible to fungi, but those up to the challenge will want to wait 7 weeks for this indica to finish flowering indoors or near the end of September outside.",relaxed happy euphoric sleepy hungry,sweet flowery earthy,92,green poison is a dangerously flavorful indica cross championed by sweet seed it pull you in with a fruity and floral aroma then delivers a potent dose of euphoria and body numbing relaxation don t be fooled by the lethal name the only thing green poison kill is pain insomnia muscle spasm and appetite loss grower should bear in mind that green poison is particularly susceptible to fungi but those up to the challenge will want to wait 7 week for this indica to finish flowering indoors or near the end of september outside
957,Green-Python,indica,4.3,"Sleepy,Euphoric,Happy,Relaxed,Tingly","Woody,Sweet,Earthy","Green Python is an indica-dominant strain bred by House of Funk Genetics that was created by cross-pollinating Burmese (from Bodhi Seeds) with a Green Crack clone. The resulting hybrid is full-bodied and known for its fast flowering cycle. The bite from Green Python is a blend of balanced effects that incite cerebral energy with a calm, relaxed body.",sleepy euphoric happy relaxed tingly,woody sweet earthy,58,green python is an indica dominant strain bred by house of funk genetics that wa created by cross pollinating burmese from bodhi seed with a green crack clone the resulting hybrid is full bodied and known for it fast flowering cycle the bite from green python is a blend of balanced effect that incite cerebral energy with a calm relaxed body
958,Green-Queen,hybrid,4.2,"Happy,Hungry,Energetic,Euphoric,Creative","Sweet,Citrus,Pine","Green Queen was bred by JB Dank Nugs and is the hybrid cross of Green Crack and Space Queen. Each of these strains has exceptional standalone effects, but when combined, their speedy and heady elements work in concert to create a strain greater than the sum of its parts. Green Queen’s aroma is skunky and subtly sweet, with hints of citrus and pepper on the finish. The effects are cerebral and euphoric without being overstimulating, though expect a notable boost of physical and mental energy. This bud is deep green with bright orange pistils. ",happy hungry energetic euphoric creative,sweet citrus pine,94,green queen wa bred by jb dank nugs and is the hybrid cross of green crack and space queen each of these strain ha exceptional standalone effect but when combined their speedy and heady element work in concert to create a strain greater than the sum of it part green queen s aroma is skunky and subtly sweet with hint of citrus and pepper on the finish the effect are cerebral and euphoric without being overstimulating though expect a notable boost of physical and mental energy this bud is deep green with bright orange pistil
959,Green-Ribbon,hybrid,4.2,"Energetic,Happy,Focused,Creative,Talkative","Sweet,Earthy,Flowery","Green Ribbon is a 50/50 hybrid that tends towards the sativa side when it comes to effects; patients report an energetic, heady feeling when using it. Originating in San Jose, California, this strain includes some Green Crack but the status of the other parent is unknown, with Trainwreck, Afghanica, and White Rhino all contenders. The light green buds have a subtle floral scent and are slightly fruity, lending to an earthy taste. Green Ribbon generally has a high THC content around 18-20%.",energetic happy focused creative talkative,sweet earthy flowery,82,green ribbon is a 50 50 hybrid that tends towards the sativa side when it come to effect patient report an energetic heady feeling when using it originating in san jose california this strain includes some green crack but the status of the other parent is unknown with trainwreck afghanica and white rhino all contender the light green bud have a subtle floral scent and are slightly fruity lending to an earthy taste green ribbon generally ha a high thc content around 18 20
960,Gremlin,hybrid,4.4,"Euphoric,Relaxed,Uplifted,Aroused,Sleepy","Sweet,Pungent,Citrus","A cross between King Louis XIII and Mogwai (White Fire Alien OG and ’09 Cookies crossed with a secret strain), Gremlin is a hybrid strain that carries the sweet scent of cookie dough and earthy pine. Heavy-handed euphoria and physical relief melts through the body, dulling pain and insomnia while sharpening the appetite.",euphoric relaxed uplifted aroused sleepy,sweet pungent citrus,53,a cross between king louis xiii and mogwai white fire alien og and 09 cooky crossed with a secret strain gremlin is a hybrid strain that carry the sweet scent of cookie dough and earthy pine heavy handed euphoria and physical relief melt through the body dulling pain and insomnia while sharpening the appetite
961,Grilled-Cheese,hybrid,4.7,"Uplifted,Creative,Energetic,Euphoric,Focused","Cheese,Pepper,Pungent",Grilled Cheese is a cross of TGA/Subcool’s Cheese Quake and Colorado Seed Inc.’s Gupta Kush. This strain shows off cheesy terpenes with a hint of citrus on the finish. Expect a mellow buzz with meditative Kush elements. Use this pungent strain to help relieve mild to moderate physical discomfort and for mood enhancement. ,uplifted creative energetic euphoric focused,cheese pepper pungent,53,grilled cheese is a cross of tga subcool s cheese quake and colorado seed inc s gupta kush this strain show off cheesy terpene with a hint of citrus on the finish expect a mellow buzz with meditative kush element use this pungent strain to help relieve mild to moderate physical discomfort and for mood enhancement
962,Grimace,indica,4.4,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Pungent","Grimace is a mostly indica strain that brings to mind a large, conic purple character, one of the many off-putting mascots representing a well-known fast food hamburger franchise. The connection makes sense the moment you see the bulbous purple-hued buds produced by Grimace plants. Little is known about where this mysterious phenotype came from, but indica genetics are evident in Grimace's sedating, mellow effects.",relaxed happy sleepy euphoric hungry,earthy sweet pungent,64,grimace is a mostly indica strain that brings to mind a large conic purple character one of the many off putting mascot representing a well known fast food hamburger franchise the connection make sense the moment you see the bulbous purple hued bud produced by grimace plant little is known about where this mysterious phenotype came from but indica genetics are evident in grimace s sedating mellow effect
